,ra,dec,name,major_axis,minor_axis,pa
1396,277.79667,-28.8203,PPA J1831-2849,26.0869565217,26.0869565217,0.0
1397,266.07106,-22.91582,PHR J1744-2254,26.0869565217,26.0869565217,0.0
1398,279.39589,-29.37834,PPA J1837-2922,26.0869565217,26.0869565217,0.0
1399,267.19173,-23.44083,PHR J1748-2326,26.0869565217,26.0869565217,0.0
1400,266.32083,-22.91608,PHR J1745-2254,26.0869565217,26.0869565217,0.0
1401,266.87797,-23.19695,PHR J1747-2311,26.0869565217,26.0869565217,0.0
1402,280.21086,-29.52311,PPA J1840-2931,26.0869565217,26.0869565217,0.0
1403,270.96821,-25.28349,PPA J1803-2516,26.0869565217,26.0869565217,0.0
1404,271.70503,-25.61255,PHR J1806-2536,26.0869565217,26.0869565217,0.0
1405,271.76378,-25.59525,PHR J1807-2535,26.0869565217,26.0869565217,0.0
1406,271.36713,-25.34055,PHR J1805-2520,26.0869565217,26.0869565217,0.0
1407,265.72792,-22.23777,PHR J1742-2214,26.0869565217,26.0869565217,0.0
1408,272.835,-25.9555,PHR J1811-2557,26.0869565217,26.0869565217,0.0
1409,264.42275,-21.44066,PHR J1737-2126,26.0869565217,26.0869565217,0.0
1410,270.35503,-24.61945,PPA J1801-2437,26.0869565217,26.0869565217,0.0
1411,267.6099,-22.81436,MPA J1750-2248b,26.0869565217,26.0869565217,0.0
1412,278.20983,-27.99039,PPA J1832-2759,26.0869565217,26.0869565217,0.0
1413,278.83745,-28.1978,PPA J1835-2811,26.0869565217,26.0869565217,0.0
1414,279.47752,-28.45867,CGMW 4-2031,26.0869565217,26.0869565217,0.0
1415,264.60713,-20.87165,PHR J1738-2052,26.0869565217,26.0869565217,0.0
1416,268.68668,-23.15196,PHR J1754-2309,26.0869565217,26.0869565217,0.0
1417,268.43876,-22.90033,PHR J1753-2254,26.0869565217,26.0869565217,0.0
1418,266.27708,-21.6992,PHR J1745-2141,26.0869565217,26.0869565217,0.0
1419,266.55586,-21.84699,PHR J1746-2150,26.0869565217,26.0869565217,0.0
1420,271.92062,-24.65561,PPA J1807-2439,26.0869565217,26.0869565217,0.0
1421,269.13837,-23.19639,PPA J1756-2311,26.0869565217,26.0869565217,0.0
1422,263.55716,-20.01404,PHR J1734-2000,26.0869565217,26.0869565217,0.0
1423,278.93578,-27.85585,CGMW 4-1723,26.0869565217,26.0869565217,0.0
1424,267.9169,-22.38821,MPA J1751-2223,26.0869565217,26.0869565217,0.0
1425,268.36797,-22.57305,PHR J1753-2234,26.0869565217,26.0869565217,0.0
1426,274.50624,-25.68419,PPA J1818-2541,26.0869565217,26.0869565217,0.0
1427,273.36247,-25.09779,PHR J1813-2505,26.0869565217,26.0869565217,0.0
1428,275.44248,-26.02921,PHR J1821-2601,26.0869565217,26.0869565217,0.0
1429,273.849,-25.2291,PHR J1815-2513,26.0869565217,26.0869565217,0.0
1430,262.05839,-18.74196,PHR J1728-1844,26.0869565217,26.0869565217,0.0
1431,266.045,-21.0507,PHR J1744-2103,26.0869565217,26.0869565217,0.0
1432,274.71127,-25.52666,PHR J1818-2531,26.0869565217,26.0869565217,0.0
1433,267.25992,-21.46847,MPA J1749-2127,26.0869565217,26.0869565217,0.0
1434,277.61797,-26.62167,PPA J1830-2637,26.0869565217,26.0869565217,0.0
1435,268.90271,-22.21312,MPA J1755-2212,26.0869565217,26.0869565217,0.0
1436,275.24028,-25.40623,MPA J1820-2524,26.0869565217,26.0869565217,0.0
1437,263.62633,-19.01694,PHR J1734-1901,26.0869565217,26.0869565217,0.0
1438,275.24496,-25.17167,PHR J1820-2510,26.0869565217,26.0869565217,0.0
1439,274.99523,-25.03924,PPA J1819-2502,26.0869565217,26.0869565217,0.0
1440,265.89165,-20.23216,PHR J1743-2013,26.0869565217,26.0869565217,0.0
1441,267.30732,-21.02871,PHR J1749-2101,26.0869565217,26.0869565217,0.0
1442,278.33954,-26.54111,PHR J1833-2632,26.0869565217,26.0869565217,0.0
1443,274.00076,-24.45944,MPA J1816-2427,26.0869565217,26.0869565217,0.0
1444,263.31623,-18.60448,PHR J1733-1836,26.0869565217,26.0869565217,0.0
1445,268.89457,-21.71058,PHR J1755-2142,26.0869565217,26.0869565217,0.0
1446,280.47851,-27.27849,PHR J1841-2716,26.0869565217,26.0869565217,0.0
1447,268.92694,-21.6718,PHR J1755-2140,26.0869565217,26.0869565217,0.0
1448,275.02634,-24.68998,BMP J1820-2441,26.0869565217,26.0869565217,0.0
1449,272.91894,-23.62114,PPA J1811-2337,26.0869565217,26.0869565217,0.0
1450,268.12881,-21.0347,PHR J1752-2102,26.0869565217,26.0869565217,0.0
1451,275.54346,-24.83163,BMP J1822-2449,26.0869565217,26.0869565217,0.0
1452,268.76498,-21.31059,PHR J1755-2118,26.0869565217,26.0869565217,0.0
1453,269.60209,-21.66084,PHR J1758-2139,26.0869565217,26.0869565217,0.0
1454,272.30271,-23.06576,PHR J1809-2303,26.0869565217,26.0869565217,0.0
1455,267.11416,-20.27524,PHR J1748-2016,26.0869565217,26.0869565217,0.0
1456,269.64104,-21.58747,MPA J1758-2135,26.0869565217,26.0869565217,0.0
1457,266.81457,-19.95774,PHR J1747-1957,26.0869565217,26.0869565217,0.0
1458,283.21213,-27.81911,PHR J1852-2749,26.0869565217,26.0869565217,0.0
1459,267.24256,-20.15833,PHR J1748-2009,26.0869565217,26.0869565217,0.0
1460,274.8335,-24.08454,PPA J1819-2405,26.0869565217,26.0869565217,0.0
1461,269.66919,-21.21278,PHR J1758-2112,26.0869565217,26.0869565217,0.0
1462,264.56478,-18.1406,BMP J1738-1808,26.0869565217,26.0869565217,0.0
1463,262.30533,-16.79544,PTB 26,26.0869565217,26.0869565217,0.0
1464,276.18041,-24.27523,PHR J1824-2416,26.0869565217,26.0869565217,0.0
1465,273.80401,-23.01812,PHR J1815-2300,26.0869565217,26.0869565217,0.0
1466,269.49309,-20.74834,BMP J1757-2044,26.0869565217,26.0869565217,0.0
1467,273.29444,-22.55751,PPA J1813-2233,26.0869565217,26.0869565217,0.0
1468,270.25455,-20.95944,PHR J1801-2057,26.0869565217,26.0869565217,0.0
1469,269.56477,-20.52698,BMP J1758-2031,26.0869565217,26.0869565217,0.0
1470,275.28708,-23.4022,PHR J1821-2324,26.0869565217,26.0869565217,0.0
1471,267.78624,-19.42976,PHR J1751-1925,26.0869565217,26.0869565217,0.0
1472,273.73413,-22.34359,PHR J1814-2220,26.0869565217,26.0869565217,0.0
1473,273.5505,-22.24697,PPA J1814-2214,26.0869565217,26.0869565217,0.0
1474,274.08225,-22.38035,PHR J1816-2222,26.0869565217,26.0869565217,0.0
1475,274.74502,-22.66081,PHR J1818-2239,26.0869565217,26.0869565217,0.0
1476,277.98475,-23.93546,PPA J1831-2356,26.0869565217,26.0869565217,0.0
1477,272.79417,-21.38717,PHR J1811-2123,26.0869565217,26.0869565217,0.0
1478,274.03804,-21.87033,PHR J1816-2152,26.0869565217,26.0869565217,0.0
1479,275.53525,-22.38549,PPA J1822-2223,26.0869565217,26.0869565217,0.0
1480,272.92183,-21.04125,PHR J1811-2102,26.0869565217,26.0869565217,0.0
1481,272.91258,-21.01231,PHR J1811-2100,26.0869565217,26.0869565217,0.0
1482,276.03123,-22.43718,PHR J1824-2226,26.0869565217,26.0869565217,0.0
1483,267.697,-18.0582,PHR J1750-1803,26.0869565217,26.0869565217,0.0
1484,267.94374,-18.06918,PTB 30,26.0869565217,26.0869565217,0.0
1485,273.90399,-21.22259,MPA J1815-2113,26.0869565217,26.0869565217,0.0
1486,273.39742,-20.95128,Sab 88,26.0869565217,26.0869565217,0.0
1487,265.26947,-16.41364,Sab 21,26.0869565217,26.0869565217,0.0
1488,271.73043,-19.93839,PHR J1806-1956,26.0869565217,26.0869565217,0.0
1489,269.77125,-18.88947,PHR J1759-1853,26.0869565217,26.0869565217,0.0
1490,269.55983,-18.69044,PHR J1758-1841,26.0869565217,26.0869565217,0.0
1491,276.05496,-21.74564,PHR J1824-2144,26.0869565217,26.0869565217,0.0
1492,270.03423,-18.576,MPA J1800-1834,26.0869565217,26.0869565217,0.0
1493,274.51834,-20.73722,MPA J1818-2044,26.0869565217,26.0869565217,0.0
1494,271.12172,-18.71137,PHR J1804-1842,26.0869565217,26.0869565217,0.0
1495,275.22433,-20.80344,PTB 31,26.0869565217,26.0869565217,0.0
1496,278.61463,-22.36839,MPA J1834-2222,26.0869565217,26.0869565217,0.0
1497,275.14874,-20.50694,Sab 86,26.0869565217,26.0869565217,0.0
1498,277.67579,-21.53056,PPA J1830-2130,26.0869565217,26.0869565217,0.0
1499,271.79854,-18.46494,PHR J1807-1827,26.0869565217,26.0869565217,0.0
1500,269.41508,-16.82214,PHR J1757-1649,26.0869565217,26.0869565217,0.0
1501,266.28086,-14.88969,PHR J1745-1453,26.0869565217,26.0869565217,0.0
1502,275.4325,-19.66333,PTB 35,26.0869565217,26.0869565217,0.0
1503,275.07333,-19.44316,PHR J1820-1926,26.0869565217,26.0869565217,0.0
1504,283.77033,-23.47019,CGMW 4-3783,26.0869565217,26.0869565217,0.0
1505,270.48209,-17.03107,PHR J1801-1701,26.0869565217,26.0869565217,0.0
1506,274.84296,-19.26947,PHR J1819-1916,26.0869565217,26.0869565217,0.0
1507,270.97953,-16.95622,MPA J1803-1657,26.0869565217,26.0869565217,0.0
1508,269.29376,-15.93836,PHR J1757-1556,26.0869565217,26.0869565217,0.0
1509,271.23949,-16.9813,MPA J1804-1658,26.0869565217,26.0869565217,0.0
1510,277.84547,-20.03548,MPA J1831-2002,26.0869565217,26.0869565217,0.0
1511,267.4154,-14.48826,BMP J1749-1429,26.0869565217,26.0869565217,0.0
1512,271.22034,-16.5641,MPA J1804-1633,26.0869565217,26.0869565217,0.0
1513,271.04367,-16.46237,MPA J1804-1627,26.0869565217,26.0869565217,0.0
1514,270.39488,-16.03858,PHR J1801-1602,26.0869565217,26.0869565217,0.0
1515,268.94313,-15.04536,Sa 3-96,26.0869565217,26.0869565217,0.0
1516,278.19122,-19.8247,PHR J1832-1949,26.0869565217,26.0869565217,0.0
1517,272.55654,-16.79467,Sh 2-42,26.0869565217,26.0869565217,0.0
1518,265.74127,-12.9467,PHR J1742-1256,26.0869565217,26.0869565217,0.0
1519,276.39798,-18.6622,PHR J1825-1839,26.0869565217,26.0869565217,0.0
1520,278.14429,-19.23528,PHR J1832-1914,26.0869565217,26.0869565217,0.0
1521,270.65954,-14.70081,PM 1-205,26.0869565217,26.0869565217,0.0
1522,273.83817,-16.04888,MPA J1815-1602,26.0869565217,26.0869565217,0.0
1523,272.13291,-15.11054,PHR J1808-1506,26.0869565217,26.0869565217,0.0
1524,273.37083,-15.72189,PHR J1813-1543,26.0869565217,26.0869565217,0.0
1525,269.93863,-13.83736,PHR J1759-1350,26.0869565217,26.0869565217,0.0
1526,270.44368,-14.03863,MPA J1801-1402,26.0869565217,26.0869565217,0.0
1527,282.35075,-19.87039,PHR J1849-1952,26.0869565217,26.0869565217,0.0
1528,271.91319,-14.4247,MPA J1807-1425,26.0869565217,26.0869565217,0.0
1529,272.14614,-14.11195,BMP J1808-1406,26.0869565217,26.0869565217,0.0
1530,273.77663,-14.95575,PHR J1815-1457,26.0869565217,26.0869565217,0.0
1531,274.74666,-15.43919,PHR J1818-1526,26.0869565217,26.0869565217,0.0
1532,269.2809,-12.50082,PHR J1757-1230,26.0869565217,26.0869565217,0.0
1533,282.04613,-18.49353,SB 21,26.0869565217,26.0869565217,0.0
1534,277.23246,-15.82167,PHR J1828-1549,26.0869565217,26.0869565217,0.0
1535,276.00871,-15.09253,PHR J1824-1505,26.0869565217,26.0869565217,0.0
1536,272.40085,-12.99944,PHR J1809-1300,26.0869565217,26.0869565217,0.0
1537,270.91336,-12.16612,PHR J1803-1209,26.0869565217,26.0869565217,0.0
1538,277.01088,-15.27267,MPA J1828-1516,26.0869565217,26.0869565217,0.0
1539,269.08917,-10.95995,PHR J1756-1057,26.0869565217,26.0869565217,0.0
1540,276.96143,-15.07332,BMP J1827-1504,26.0869565217,26.0869565217,0.0
1541,275.43294,-13.88693,PHR J1821-1353,26.0869565217,26.0869565217,0.0
1542,277.12747,-14.68944,MPA J1828-1441,26.0869565217,26.0869565217,0.0
1543,284.31888,-17.84694,SB 24,26.0869565217,26.0869565217,0.0
1544,274.75946,-13.11764,MPA J1819-1307,26.0869565217,26.0869565217,0.0
1545,273.39021,-12.3465,PHR J1813-1220,26.0869565217,26.0869565217,0.0
1546,277.96,-14.25575,PHR J1831-1415,26.0869565217,26.0869565217,0.0
1547,274.61225,-12.40424,MPA J1818-1224,26.0869565217,26.0869565217,0.0
1548,276.87378,-13.47178,MPA J1827-1328,26.0869565217,26.0869565217,0.0
1549,271.36754,-10.34531,PTB 24,26.0869565217,26.0869565217,0.0
1550,277.67668,-13.5192,PHR J1830-1331,26.0869565217,26.0869565217,0.0
1551,278.01896,-13.43756,PHR J1832-1326,26.0869565217,26.0869565217,0.0
1552,277.83646,-13.32719,MPA J1831-1319,26.0869565217,26.0869565217,0.0
1553,275.72356,-11.88593,MPA J1822-1153,26.0869565217,26.0869565217,0.0
1554,277.97072,-12.93717,MPA J1831-1256,26.0869565217,26.0869565217,0.0
1555,281.18212,-14.18113,PHR J1844-1410,26.0869565217,26.0869565217,0.0
1556,276.01674,-11.43755,MPA J1824-1126,26.0869565217,26.0869565217,0.0
1558,275.06492,-10.71342,PHR J1820-1042,26.0869565217,26.0869565217,0.0
1559,279.45917,-12.82774,PHR J1837-1249,26.0869565217,26.0869565217,0.0
1560,275.21199,-10.16187,MPA J1820-1009,26.0869565217,26.0869565217,0.0
1561,283.56213,-14.33256,MPA J1854-1420,26.0869565217,26.0869565217,0.0
1562,275.06414,-10.0414,PHR J1820-1002,26.0869565217,26.0869565217,0.0
1563,279.78692,-12.32004,MPA J1839-1219,26.0869565217,26.0869565217,0.0
1564,275.42125,-10.03056,PHR J1821-1001,26.0869565217,26.0869565217,0.0
1565,284.58033,-14.50719,MPA J1858-1430,26.0869565217,26.0869565217,0.0
1567,281.03175,-12.44725,PHR J1844-1226,26.0869565217,26.0869565217,0.0
1568,274.27175,-8.94706,MPA J1817-0856,26.0869565217,26.0869565217,0.0
1569,281.317,-12.5277,PHR J1845-1231,26.0869565217,26.0869565217,0.0
1570,274.61168,-9.03998,PHR J1818-0902,26.0869565217,26.0869565217,0.0
1571,274.77776,-9.03063,MPA J1819-0901,26.0869565217,26.0869565217,0.0
1572,276.60875,-9.89059,PHR J1826-0953,26.0869565217,26.0869565217,0.0
1573,275.52372,-9.23583,MPA J1822-0914,26.0869565217,26.0869565217,0.0
1574,276.61792,-8.98888,PHR J1826-0859,26.0869565217,26.0869565217,0.0
1575,275.1825,-8.16714,PHR J1820-0810,26.0869565217,26.0869565217,0.0
1576,279.93611,-9.88761,MPA J1839-0953,26.0869565217,26.0869565217,0.0
1577,280.74039,-9.83064,MPA J1842-0949,26.0869565217,26.0869565217,0.0
1578,277.83168,-8.09524,PHR J1831-0805,26.0869565217,26.0869565217,0.0
1579,278.67328,-8.40558,PHR J1834-0824,26.0869565217,26.0869565217,0.0
1580,280.34585,-9.06836,MPA J1841-0904,26.0869565217,26.0869565217,0.0
1581,284.29083,-10.91417,BMP J1857-1054,26.0869565217,26.0869565217,0.0
1582,279.86321,-8.61923,MPA J1839-0837,26.0869565217,26.0869565217,0.0
1583,284.63657,-10.90814,MPA J1858-1054,26.0869565217,26.0869565217,0.0
1584,277.82,-7.25619,PHR J1831-0715,26.0869565217,26.0869565217,0.0
1585,277.20017,-6.86666,MPA J1828-0652,26.0869565217,26.0869565217,0.0
1586,282.13628,-9.20053,PHR J1848-0912,26.0869565217,26.0869565217,0.0
1587,278.09541,-7.11592,MPA J1832-0706,26.0869565217,26.0869565217,0.0
1588,282.0329,-9.05216,PHR J1848-0903,26.0869565217,26.0869565217,0.0
1589,276.81833,-6.19748,BMP J1827-0611,26.0869565217,26.0869565217,0.0
1590,275.61337,-5.4878,PHR J1822-0529,26.0869565217,26.0869565217,0.0
1591,286.88527,-10.72909,MPA J1907-1043,26.0869565217,26.0869565217,0.0
1592,287.77783,-10.82147,PHR J1911-1049,26.0869565217,26.0869565217,0.0
1593,285.65617,-9.66821,MPA J1902-0940,26.0869565217,26.0869565217,0.0
1594,276.98916,-5.173,MPA J1827-0510,26.0869565217,26.0869565217,0.0
1595,278.49874,-5.93529,PHR J1833-0556,26.0869565217,26.0869565217,0.0
1596,276.57333,-4.58975,PHR J1826-0435,26.0869565217,26.0869565217,0.0
1597,280.665,-6.61701,PHR J1842-0637,26.0869565217,26.0869565217,0.0
1598,288.27287,-10.35281,PHR J1913-1021,26.0869565217,26.0869565217,0.0
1599,285.47871,-8.92228,PHR J1901-0855,26.0869565217,26.0869565217,0.0
1600,282.88042,-7.54143,PHR J1851-0732,26.0869565217,26.0869565217,0.0
1601,277.3925,-4.52726,PHR J1829-0431,26.0869565217,26.0869565217,0.0
1602,281.12082,-6.05695,PHR J1844-0603,26.0869565217,26.0869565217,0.0
1603,280.99114,-5.93897,MPA J1843-0556,26.0869565217,26.0869565217,0.0
1604,280.20542,-5.49565,MPA J1840-0529,26.0869565217,26.0869565217,0.0
1605,280.57596,-5.65164,PHR J1842-0539,26.0869565217,26.0869565217,0.0
1606,276.06708,-3.30556,FP J1824-0319,26.0869565217,26.0869565217,0.0
1607,280.79438,-5.69697,PHR J1843-0541,26.0869565217,26.0869565217,0.0
1608,278.97434,-4.669,MPA J1835-0440,26.0869565217,26.0869565217,0.0
1609,278.79831,-4.485,PHR J1835-0429,26.0869565217,26.0869565217,0.0
1610,281.22721,-5.29211,PHR J1844-0517,26.0869565217,26.0869565217,0.0
1611,279.50892,-4.29003,PHR J1838-0417,26.0869565217,26.0869565217,0.0
1612,281.18992,-5.06517,PHR J1844-0503,26.0869565217,26.0869565217,0.0
1613,282.37202,-5.62669,MPA J1849-0537,26.0869565217,26.0869565217,0.0
1614,275.94808,-2.24203,PHR J1823-0214,26.0869565217,26.0869565217,0.0
1615,281.06842,-4.88153,PHR J1844-0452,26.0869565217,26.0869565217,0.0
1616,281.20681,-4.89991,MPA J1844-0454,26.0869565217,26.0869565217,0.0
1617,278.12992,-3.29575,PHR J1832-0317,26.0869565217,26.0869565217,0.0
1618,278.40968,-3.43218,MPA J1833-0325,26.0869565217,26.0869565217,0.0
1619,280.1055,-4.25935,MPA J1840-0415,26.0869565217,26.0869565217,0.0
1620,281.86879,-5.12333,PHR J1847-0507,26.0869565217,26.0869565217,0.0
1621,282.169,-4.59842,PHR J1848-0435,26.0869565217,26.0869565217,0.0
1622,283.83096,-5.17436,PHR J1855-0510,26.0869565217,26.0869565217,0.0
1623,281.27583,-3.72678,PHR J1845-0343,26.0869565217,26.0869565217,0.0
1624,280.81377,-3.42414,PHR J1843-0325,26.0869565217,26.0869565217,0.0
1625,279.04452,-2.4538,MPA J1836-0227,26.0869565217,26.0869565217,0.0
1626,282.80071,-4.14858,PHR J1851-0408,26.0869565217,26.0869565217,0.0
1627,282.31292,-3.78283,PHR J1849-0347,26.0869565217,26.0869565217,0.0
1628,283.37769,-4.23576,MPA J1853-0414,26.0869565217,26.0869565217,0.0
1629,280.73763,-2.76664,PHR J1842-0246,26.0869565217,26.0869565217,0.0
1630,280.98708,-2.53555,PHR J1843-0232,26.0869565217,26.0869565217,0.0
1631,285.31081,-4.49246,PHR J1901-0429,26.0869565217,26.0869565217,0.0
1632,281.51127,-2.55223,PHR J1846-0233,26.0869565217,26.0869565217,0.0
1633,280.26896,-1.68044,MPA J1841-0140,26.0869565217,26.0869565217,0.0
1634,281.94767,-2.25825,PHR J1847-0215,26.0869565217,26.0869565217,0.0
1635,283.89397,-2.67404,MPA J1855-0240,26.0869565217,26.0869565217,0.0
1636,283.23268,-2.18236,MPA J1852-0210,26.0869565217,26.0869565217,0.0
1637,283.672,-1.85428,PHR J1854-0151,26.0869565217,26.0869565217,0.0
1638,283.70097,-1.65611,MPA J1854-0139,26.0869565217,26.0869565217,0.0
1639,280.938,0.03939,PHR J1843+0002,26.0869565217,26.0869565217,0.0
1640,283.82045,-1.28252,PHR J1855-0116,26.0869565217,26.0869565217,0.0
1641,283.10056,-0.74621,MPA J1852-0044,26.0869565217,26.0869565217,0.0
1642,281.25295,0.3564,PHR J1845+0021,26.0869565217,26.0869565217,0.0
1643,279.79926,1.10697,MPA J1839+0106,26.0869565217,26.0869565217,0.0
1644,282.71313,-0.35839,PHR J1850-0021,26.0869565217,26.0869565217,0.0
1645,283.10634,-0.55728,MPA J1852-0033,26.0869565217,26.0869565217,0.0
1646,282.94793,-0.47477,Te 7,26.0869565217,26.0869565217,0.0
1647,287.38192,-2.70829,MPA J1909-0242,26.0869565217,26.0869565217,0.0
1648,280.5475,0.84216,MPA J1842+0050,26.0869565217,26.0869565217,0.0
1649,283.85711,-0.80632,MPA J1855-0048,26.0869565217,26.0869565217,0.0
1650,285.43033,-1.49356,PHR J1901-0129,26.0869565217,26.0869565217,0.0
1651,286.56371,-1.556,PHR J1906-0133,26.0869565217,26.0869565217,0.0
1652,289.31919,-2.67388,PHR J1917-0240,26.0869565217,26.0869565217,0.0
1653,285.01388,-0.23367,PHR J1900-0014,26.0869565217,26.0869565217,0.0
1654,281.93912,1.54639,PHR J1847+0132,26.0869565217,26.0869565217,0.0
1655,285.93071,-0.45003,PHR J1903-0027,26.0869565217,26.0869565217,0.0
1656,284.21313,0.48158,PHR J1856+0028,26.0869565217,26.0869565217,0.0
1657,285.40012,0.00302,MPA J1901+0000,26.0869565217,26.0869565217,0.0
1658,284.85745,0.29301,MPA J1859+0017,26.0869565217,26.0869565217,0.0
1659,289.28129,-1.20697,PHR J1917-0112,26.0869565217,26.0869565217,0.0
1660,284.49821,2.11872,PHR J1857+0207,26.0869565217,26.0869565217,0.0
1661,287.85319,0.46255,MPA J1911+0027,26.0869565217,26.0869565217,0.0
1662,291.2404,0.64428,MPA J1924+0038,26.0869565217,26.0869565217,0.0
1663,289.28038,2.00282,BMP J1917+0200,26.0869565217,26.0869565217,0.0
1664,290.43542,1.54461,MPA J1921+0132,26.0869565217,26.0869565217,0.0
1665,290.33707,1.60394,PHR J1921+0136,26.0869565217,26.0869565217,0.0
1666,292.21367,2.89861,PHR J1928+0253,26.0869565217,26.0869565217,0.0
1667,93.83483,-0.43042,PHR J0615-0025,26.0869565217,26.0869565217,0.0
1668,98.28992,-1.58622,PHR J0633-0135,26.0869565217,26.0869565217,0.0
1669,102.66872,0.2278,PHR J0650+0013,26.0869565217,26.0869565217,0.0
1670,106.2358,-0.18748,PHR J0704-0011,26.0869565217,26.0869565217,0.0
1671,110.42065,1.55894,FP J0721+0133,26.0869565217,26.0869565217,0.0
1672,102.78038,-2.95197,PHR J0651-0257,26.0869565217,26.0869565217,0.0
1673,100.57667,-4.29684,BMP J0642-0417,26.0869565217,26.0869565217,0.0
1674,110.95108,0.60875,PHR J0723+0036,26.0869565217,26.0869565217,0.0
1675,99.99207,-5.91575,MPA J0639-0554,26.0869565217,26.0869565217,0.0
1676,105.64338,-3.409,PHR J0702-0324,26.0869565217,26.0869565217,0.0
1677,108.44972,-4.0855,MPA J0713-0405,26.0869565217,26.0869565217,0.0
1678,102.17942,-7.32806,PHR J0648-0719,26.0869565217,26.0869565217,0.0
1679,108.46299,-4.54952,BMP J0713-0432,26.0869565217,26.0869565217,0.0
1680,105.28921,-7.82331,PHR J0701-0749,26.0869565217,26.0869565217,0.0
1681,103.08088,-9.86,PHR J0652-0951,26.0869565217,26.0869565217,0.0
1682,110.58446,-6.36556,PFP 1,26.0869565217,26.0869565217,0.0
1683,114.09607,-5.00563,BMP J0736-0500,26.0869565217,26.0869565217,0.0
1684,103.556,-10.76064,PM 1-23,26.0869565217,26.0869565217,0.0
1685,106.46475,-9.40511,PHR J0705-0924,26.0869565217,26.0869565217,0.0
1686,108.88521,-8.44696,BMP J0715-0826,26.0869565217,26.0869565217,0.0
1687,101.60578,-12.59887,PHR J0646-1235,26.0869565217,26.0869565217,0.0
1688,103.08225,-12.67814,PHR J0652-1240,26.0869565217,26.0869565217,0.0
1689,105.02392,-11.73017,PHR J0700-1144,26.0869565217,26.0869565217,0.0
1690,108.62,-10.86217,PHR J0714-1051,26.0869565217,26.0869565217,0.0
1691,109.03392,-10.88358,PN We 2-37,26.0869565217,26.0869565217,0.0
1692,106.40499,-12.41442,MPA J0705-1224,26.0869565217,26.0869565217,0.0
1693,107.935,-12.6347,PHR J0711-1238,26.0869565217,26.0869565217,0.0
1694,109.94456,-12.37974,PHR J0719-1222,26.0869565217,26.0869565217,0.0
1695,106.41125,-14.31769,PHR J0705-1419,26.0869565217,26.0869565217,0.0
1696,109.4895,-13.56881,MPA J0717-1334,26.0869565217,26.0869565217,0.0
1697,111.95416,-12.99172,PHR J0727-1259,26.0869565217,26.0869565217,0.0
1698,102.26137,-18.2772,MPA J0649-1816,26.0869565217,26.0869565217,0.0
1699,111.43288,-13.78444,PHR J0725-1347,26.0869565217,26.0869565217,0.0
1700,110.56204,-14.58028,PHR J0722-1434,26.0869565217,26.0869565217,0.0
